qrId,shortId,url,productId,sku,inventoryKey,size,color
"qr_nvl3xtjxmtjqt5q7","l5ExUE","https://go.skanare.com/l5ExUE","scan-me-black","BLACK-M","scan-me-black::BLACK-M","M","Black"
