qrId,shortId,url,productId,sku,inventoryKey,size,color
"qr_k4q37xeemtlufnto","Jums9B","https://go.skanare.com/Jums9B","ride-with-me-black","BLACK-L","ride-with-me-black::BLACK-L","L","Black"
