qrId,shortId,url,productId,sku,inventoryKey,size,color,printUrl
"qr_t3kqntx0mtlwfv9f","1L4IoU","https://go.skanare.com/1L4IoU","discover-me-white","WHITE-XL","discover-me-white::WHITE-XL","XL","White","https://storage.googleapis.com/qrcode-zxfxi9/orders/stock-qr_t3kqntx0mtlwfv9f/qr-0d1ba3d5-53a8-405d-919f-1b2cdb839028.png?GoogleAccessId=firebase-adminsdk-fbsvc%40qrcode-zxfxi9.iam.gserviceaccount.com&Expires=1819998584&Signature=AJP09aFs%2FKoEJ4jNX3to3y66PI6kLfyKB0k8dBekfojIjyJWuWzyvRr4LR0cHmE3hGzT%2BZq%2B5nTQ0f7KYwcfMZhI71f%2F8wlR%2BleMDu39lXLNNiYI%2FnAWkYzB2i9XlRqV1nySi9SzxuA5Vn%2BgvjgAMOXIEZezBTI%2FzdT8JscWR4HIzMeWTIEwPSiIpH5mFZeWj8og7wNVdZWsM2vIOHPmutsQBYhJFn3JM8nWbXyL88j0Pf%2Fca2heGVIyF3O5P%2Bxq3H7Y1n795Crn6ksR7no48nQ0sFwcUYVv5LtalbjFoB%2FTXJyzOSXhk4%2FQkBnk%2BPDKxyKXg063qcMfoO7YRdJ1rQ%3D%3D"
