qrId,shortId,url,productId,sku,inventoryKey,size,color,printUrl
"qr_g0abjgclmtlyo5js","bzDlVP","https://go.skanare.com/bzDlVP","ride-with-me-black","CLASSIC-BLACK-RIDE-2XL","ride-with-me-black::CLASSIC-BLACK-RIDE-2XL","2XL","Black","https://storage.googleapis.com/qrcode-zxfxi9/orders/stock-qr_g0abjgclmtlyo5js/qr-be6193fe-9ac0-4b46-82b7-4ef081df1b5d.png?GoogleAccessId=firebase-adminsdk-fbsvc%40qrcode-zxfxi9.iam.gserviceaccount.com&Expires=1820002330&Signature=S8pywhdPcxNNtEl2hr1hf3ZYNnlGn3CVSlRr%2B8SgqG6gxr%2Bw9ibJI6Jny8fZZuzuWK9bCc9lhpyX6QvcFLU0A9on5He27b%2BJ%2Bo926%2BvHMe4cxk3yby9Ze8am%2Bciz6nRB3EpMj5VwYhj8i41j3h6n5UNt436E5UHtnt0NZeaRhxM8nThsXA2MKN4s0L%2BCrNUTRmx52i7BqddHOkz%2BOmR5ZDEAVCA2htSodR%2B5Jzvb%2BmICu32rXyL%2B1RUo4Rv3Qj781RF9IG5TqMVXQMPyKjfT75OL%2FkYkcDJwCs2F3gYAh%2B41BXAACQTNua25eudAKBr4ZN4qxIPD9BoK0OtO8eyT0w%3D%3D"
