qrId,shortId,url,productId,sku,inventoryKey,size,color
"qr_j5tj730pmtlvud0l","jh9C2X","https://go.skanare.com/jh9C2X","ride-with-me-black","BLACK-S","ride-with-me-black::BLACK-S","S","Black"
