qrId,shortId,url,productId,sku,inventoryKey,size,color
"qr_0aq28wbgmtjqubn1","e0OZXa","https://go.skanare.com/e0OZXa","ride-with-me-black","BLACK-S","ride-with-me-black::BLACK-S","S","Black"
