qrId,shortId,url,productId,sku,inventoryKey,size,color,printUrl
"qr_1244r1y6mtlwagx2","lGf82Y","https://go.skanare.com/lGf82Y","ride-with-me-black","BLACK-S","ride-with-me-black::BLACK-S","S","Black","https://storage.googleapis.com/qrcode-zxfxi9/orders/stock-qr_1244r1y6mtlwagx2/qr-523ae439-b314-48c0-873e-699f202a50d8.png?GoogleAccessId=firebase-adminsdk-fbsvc%40qrcode-zxfxi9.iam.gserviceaccount.com&Expires=1819998332&Signature=vv6nVGOAKTVnOxfe0Dj1BVHA4VrtoswfXCHBkz5bTSkYMHghvuiOOQ87f2kdT6TTqvNWXEi5cXrXeOwZo5b1CLQdFEL4UQzSSFCeB5p0i4mBeUWIUncY8r822n4yq5e%2BMUYV3AKqjYcy%2B342%2BTnF2ftqgtJ4n0Ew1v9QYg9yWxibAFPQejZwqTVfdccZIi2JJDWXnjXWSBQsb%2B1LMWyL%2F7IsftoVWciTD%2FKeOjWFTeRpReeJfFv0e5dCzZeXZF5vbzmhebyi%2BPSv4Wj2Bd1EvvUirI2mJGBJnOTuUQvDztnIXCVngdfmYfM%2FD0XisRmZsjDF3KRg%2FLOm%2FC9zN3y6DQ%3D%3D"
